Wallet No,Merchant Name,MAO Name,Sub Pillar,ISD/OSD?,Wallet Type,Rate,Lead Type,District,Address,Registration Date,Sub-Category,Registration Month,Jan'26 PC,Jan'26 PA,Jan'26 CC,Avg. Ticket Size Jan,Feb'26 PC,Feb'26 PA,Feb'26 CC,Avg. Ticket Size Feb,Mar'26 PC,Mar'26 PA,Mar'26 CC,Avg. Ticket Size March,Apr'26 PC,Apr'26 PA,Apr'26 CC,Avg. Ticket Size April,May'26 PC,May'26 PA,May'26 CC,June'26 PC,June'26 PA,June'26 CC,Jul'26 PC,Jul'26 PA,Jul'26 CC,AugPC,AugPA,Aug CC,Aug Active,Avg. Ticket Size,July to Aug Growth,Dormant Months Count (Jan to Aug),Audit Flag
1518943232,Fitness House,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,21 Maulana Bhashani National Hockey Stadium Market Paltan Dhaka 1000,3/3/2026,Personal Care,3,0,0,0,N/A,0,0,0,N/A,5,"1,000",3,200,0,0,0,N/A,1,1,1,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,3,Monitor
1897715222,Salamat Innovation,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.29%,CIMT,DHAKA,House-355/356 Dha Block Kalshi Rd Dhaka 1216 Bangladesh-1216,3/4/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,5,"2,350",3,470,0,0,0,N/A,0,0,0,3,"4,601",3,23,"22,076",23,33,"49,619",33,Active,1503.606061,124.76%,4,Monitor
1410120892,Mobile Media,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"2/1 Chittoranjan Avenue Great Wal Shopping Center, Sadargat Dhaka Kotwali-1100",3/4/2026,Mobile & Gadget,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,14,"27,895",13,"1,993",31,"44,621",30,22,"37,411",22,12,"13,490",12,27,"44,405",24,Active,1644.62963,229.17%,2,Monitor
1905884009,Sharmin Makeover and Fashion World,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"167 Kafrul, Dhaka 1206",3/4/2026,Personal Care,3,0,0,0,N/A,0,0,0,N/A,5,"3,608",4,722,21,"15,900",16,757,18,"13,851",17,10,"34,250",9,20,"13,270",17,10,"14,650",10,Active,1465,10.40%,2,Monitor
1888090808,Alhera global education foundation,Md. Sazzad Hossain Sojan,Education,ISD,Pay Bill,1.50%,Pitch/Own Source,DHAKA,218 Elephant Road 5Th Floor New Market Dhaka 1205,3/4/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1887711744,Deeg Bijoy smart education,Md. Sazzad Hossain Sojan,Education,OSD,M+,1.50%,Pitch/Own Source,MEHERPUR,"Holding No 548, Word No 07, Mollick Para, Meherpur Sadar, Meherpur 7100",3/4/2026,Coaching Center,3,0,0,0,N/A,0,0,0,N/A,4,"1,000",3,250,0,0,0,N/A,0,0,0,0,0,0,3,"1,202",3,0,0,0,Zero Transacting,N/A,-100.00%,3,Monitor
1775173531,jamia jannatul banat,Shahriar Shamim,Education,ISD,M+,1.30%,CIMT,DHAKA,"Mokam-31/2 Sankor Paschim Dhanmondi, Muhammadpur Dhaka-1207",3/5/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,3,"5,410",3,"1,803",4,507,4,127,2,"8,080",2,1,"2,800",1,0,0,0,3,"3,002",3,Active,1000.666667,New,2,Sudden Reactivation - Review
1313368324,Green Mart,Shahriar Shamim,Online Payments,ISD,Lite A,1.29%,CIMT,RAJSHAHI,"Kechuatoil, Kharkhori Post Code-6204 Paba Rajshahi-6210",3/5/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,4,"3,860",3,965,3,"2,701",3,900,1,"2,320",1,1,80,1,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1335181107,Babuland Limited,Md. Meraj Ali Akash,Travel & Tourism,ISD,MMBO,1.15%,Merchant Referral,CHITTAGONG,"Marsa Center Level 6, House-99/A, Jamalkhan Road, Chittagong-4000",3/6/2026,Offline,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,61,"45,386",46,153,"101,663",112,70,"47,174",61,91,"53,607",77,Active,589.0879121,13.64%,6,High Dormancy - Review
1349002253,tiger templr gym,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Ahonaf Vila, Bari 1/2 3 Tola, Road 09, Block L, Dokkhin Bonosree, Khilgaon, Dhaka 1219",3/7/2026,Clubs & Associations,3,0,0,0,N/A,0,0,0,N/A,6,"6,340",5,"1,057",16,"26,590",16,"1,662",9,"18,580",8,20,"35,905",17,26,"31,154",23,19,"37,802",18,Active,1989.578947,21.34%,2,Monitor
1316911159,trendora life style,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"C/9 Main Road, 2Nd Floor, Block-Ka/Ja Borobagh Mirpur Dhaka-1216",3/7/2026,Apparel Chain,3,0,0,0,N/A,0,0,0,N/A,18,"59,174",17,"3,287",3,"3,502",3,"1,167",5,"19,788",5,5,247,4,3,"1,235",3,4,"7,392",4,Active,1848,498.54%,2,Monitor
1901406021,uncle bobos,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"House 23 Road 10, Block E, Banani, Dhaka 1213",3/9/2026,Restaurant & Cafe,3,0,0,0,N/A,0,0,0,N/A,56,"26,810",50,479,69,"30,254",57,438,57,"29,710",51,37,"16,831",34,41,"21,652",34,49,"22,990",46,Active,469.1836735,6.18%,3,Monitor
1334416059,Vermilion,Shahriar Shamim,KA,OSD,M+,1.15%,Pitch/Own Source,SUNAMGANJ,"Mohona 4, Jamaipara, Sunamganj Sadar, Sunamganj 3001",3/9/2026,Apparel Standalone,3,0,0,0,N/A,0,0,0,N/A,4,"9,991",4,"2,498",3,"6,046",3,"2,015",1,"6,100",1,1,"4,500",1,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1805464290,Emisha Tours and Travels,Md. Meraj Ali Akash,Travel & Tourism,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,1281 Purbo Monipur Begum Rokea Sarani Mirpur Dhaka 1216,3/10/2026,Offline,3,0,0,0,N/A,0,0,0,N/A,3,"1,500",3,500,2,"1,500",2,750,9,"32,126",8,6,"15,000",5,6,"21,175",6,3,"3,001",3,Active,1000.333333,-85.83%,2,Monitor
1345592089,Lifebasket,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.29%,Merchant Referral,DHAKA,"102/B, Chowdhury Para, Khilgaon, Malibag, Dhaka 1219",3/10/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,3,"1,500",3,500,5,"3,370",5,674,6,"8,251",6,3,970,3,4,"1,755",3,4,"2,001",3,Active,500.25,14.02%,2,Monitor
1805722000,Abaid monsur lifestyle ltd.,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Ka 79/3 Khapara, Khilkhet, Dhaka 1229",3/10/2026,Apparel Standalone,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,202",3,401,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1624888622,The Fish Lounge,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Merchant Referral,DHAKA,"Sector Point, Level-05, Dokan No-48, Dhaka Mymenshing Road, Uttara, Dhaka-1230",3/11/2026,0,3,0,0,0,N/A,0,0,0,N/A,4,"4,922",4,"1,231",23,"26,060",21,"1,133",18,"22,141",17,26,"29,771",24,31,"28,132",30,45,"91,455",39,Active,2032.333333,225.09%,4,Monitor
1323115599,Moonlight,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Ventura Mall 5Th Floor, Plot-14/A, Road-103 And 95, Block-Cenc C, Shop-401, Gulshan-2, Dhaka-1212",3/11/2026,0,3,0,0,0,N/A,0,0,0,N/A,8,"70,398",8,"8,800",14,"55,030",11,"3,931",7,"11,190",7,7,"23,901",6,2,"9,500",2,5,"33,900",5,Active,6780,256.84%,5,High Dormancy - Review
1849911555,Sroddhaa,Md. Sazzad Hossain Sojan,KA,OSD,M+,1.15%,Merchant Referral,RAJSHAHI,"Moholla- Notun Bilashimola, Hodling/Road No-108, Post-Gpo Thana-Rajpara, Jela-Rajshahi-6000",3/12/2026,Department Store,3,0,0,0,N/A,0,0,0,N/A,10,"17,000",10,"1,700",21,"19,508",17,929,401,"410,290",21,0,0,0,1,95,1,167,"334,003",35,Active,2000.017964,351482.11%,4,Monitor
1761801889,Learnerup IT,Md. Ashraful Islam,Education,ISD,M+,1.50%,CIMT,DHAKA,"Haques Dream-Flat B1 Of 404/1, West Shawrapara, Mirpur, Dhaka-1216",3/12/2026,Training Institute,3,0,0,0,N/A,0,0,0,N/A,1,500,1,500,7,"26,000",7,"3,714",7,"31,500",6,15,"50,000",13,26,"68,000",23,33,"99,995",32,Active,3030.151515,47.05%,2,Monitor
1925112575,FS Motors,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"62/2/A, O 62/2/B, Moddo Pirerbagh, Mirpur, Dhaka-1216",3/12/2026,Home Appliance,3,0,0,0,N/A,0,0,0,N/A,7,"122,519",5,"17,503",13,"137,842",12,"10,603",16,"93,220",15,13,"100,566",13,20,"176,416",19,19,"64,740",14,Active,3407.368421,-63.30%,2,Monitor
1340043672,Baluchar,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,GAZIPUR,"Ahmod Ali Tower, 2Nd Floor, Joydebpur, Gazipur Sadar, Gazipur-1712",3/12/2026,Apparel Chain,3,0,0,0,N/A,0,0,0,N/A,3,"1,202",3,401,7,"12,381",4,"1,769",38,"77,500",34,15,"23,902",14,7,"20,550",7,4,"2,601",4,Active,650.25,-87.34%,2,Monitor
1761619424,Baluchar,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,TANGAIL,"Akur Takur Para, Zila Sadar Road, Tangail Sadar, Tangail-1900",3/12/2026,Apparel Chain,3,0,0,0,N/A,0,0,0,N/A,4,"1,207",4,302,1,"1,000",1,"1,000",20,"50,446",19,6,"8,562",4,1,"3,178",1,3,"1,556",3,Active,518.6666667,-51.04%,2,Monitor
1904466308,Baluchar,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,"90-91, Ground Floor, Aziz Super Market Shahbagh Dhaka-1000",3/12/2026,Apparel Chain,3,0,0,0,N/A,0,0,0,N/A,3,"1,202",3,401,3,"3,202",3,"1,067",1,800,1,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1356981422,Baluchar,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,"102/A, Aziz Super Market 3Rd Floor, Shahbagh, Dhaka-1000",3/12/2026,Apparel Chain,3,0,0,0,N/A,0,0,0,N/A,3,"1,202",3,401,0,0,0,N/A,2,"1,901",2,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1826740750,Tawheed academy and islamic center,Md. Sazzad Hossain Sojan,Education,OSD,M+,1.50%,Pitch/Own Source,CHANDPUR,"Dohulia, Word No-01, Palakhan, Kachua, Chandpur-3633",3/12/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,3,"1,300",3,433,15,"204,749",9,"13,650",0,0,0,1,1,1,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1920292883,Innovate,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Merchant Referral,DHAKA,"Shop-Sb-1, Level-3, Bti Premier Plaza, North Badda, Badda, Dhaka-1212",3/15/2026,Home Appliance,3,0,0,0,N/A,0,0,0,N/A,3,"5,750",3,"1,917",25,"258,230",24,"10,329",9,"49,501",9,16,"130,341",15,66,"433,263",62,29,"172,940",26,Active,5963.448276,-60.08%,3,Monitor
1776809496,Minimalist Gaming,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.29%,CIMT,DHAKA,"Bari-143, Road-05, Mohammadia Housing Society, Mohammadpur, Dhaka-1207",3/15/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,17,"12,050",16,709,119,"62,035",114,521,114,"61,510",109,145,"79,625",144,128,"78,150",126,108,"68,090",105,Active,630.462963,-12.87%,3,Monitor
1712907108,Sawda Mart,Md. Ashraful Islam,KA,OSD,M+,1.15%,Whatsapp Group,RAJSHAHI,"617/1, Monafer, Raninagar, Post-Ghoramara, Boalia, Rajshahi-6100",3/15/2026,Apparel Chain,3,0,0,0,N/A,0,0,0,N/A,3,"1,101",3,367,24,"20,590",24,858,18,"17,634",18,23,"29,521",22,35,"34,105",34,19,"19,370",19,Active,1019.473684,-43.20%,7,High Dormancy - Review
1999565888,Home Habit,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Holding-442, Solmaid, Dali Bari, Bhatara, Dhaka-1212",3/15/2026,Home Accessories,3,0,0,0,N/A,0,0,0,N/A,3,"1,500",3,500,11,"92,474",11,"8,407",7,"45,898",6,3,"17,379",3,7,"35,457",7,3,"16,940",3,Active,5646.666667,-52.22%,3,Monitor
1711611239,Nobokothon,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"38 Banglabazar, N Ali Tower, Kotwali Dhaka-1100",3/15/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,7,"17,386",7,"2,484",4,"36,808",3,"9,202",13,"27,908",12,9,"10,589",5,7,"4,586",5,7,"4,739",6,Active,677,3.34%,2,Monitor
1896274328,Renessa Mart,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Road-23, House-162, Level-A7, Mohakhali, Gulshan, Dhaka-1206",3/15/2026,Gifts and Wearables,3,0,0,0,N/A,0,0,0,N/A,10,"5,400",9,540,11,"13,630",10,"1,239",9,"18,699",8,6,"7,120",6,7,"18,780",7,1,550,1,Amber,550,-97.07%,3,Monitor
1915992200,FREEFEEL,Shahriar Shamim,Online Payments,ISD,Lite A,1.29%,CIMT,DHAKA,"Basa-76, Block-B, Chondal Vog, Nishatnagar, Turag, Dhaka-1230",3/15/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,4,"1,032",2,258,10,"1,034",3,103,4,"1,041",1,1,"1,020",1,0,0,0,1,5,1,Amber,5.4,New,2,Sudden Reactivation - Review
1346036085,Morning Bell School Dashmina,Shahriar Shamim,Education,OSD,M+,1.30%,Pitch/Own Source,PATUAKHALI,"Poshu Haspatal Sonlogno, Doshmina, Patuakhali-8630",3/15/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,3,"1,200",3,400,25,"4,117",4,165,8,"2,816",4,3,16,2,5,"1,166",3,0,0,0,Zero Transacting,N/A,-100.00%,5,High Dormancy - Review
1850870405,Nice plus,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Dokan No-4, Sher E Bangla Road, Hazaribag, Dhaka-1209",3/15/2026,Footwear,3,0,0,0,N/A,0,0,0,N/A,"1,279","2,324,554","1,214","1,817","1,744","2,989,753","1,700","1,714",286,"537,114",280,"4,360","11,923,814","3,669","6,293","16,013,555","5,266",0,0,0,Zero Transacting,N/A,-100.00%,2,Monitor
1715121608,shimul boutiques (Red Wood),Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"158/2, Ahmmodnogor, Mirpur-1, Dhaka-1216",3/15/2026,Apparel Standalone,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1635459582,Genesis Pre-School,Md. Meraj Ali Akash,Education,ISD,M+,1.30%,Pitch/Own Source,Dhaka,Mohammadpur Dhaka City North Ward No 33 Mohammadpur Dhaka 1207,3/16/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"9,605",2,"3,202",21,"67,500",21,38,"129,200",38,42,"135,000",42,52,"170,000",52,Active,3269.230769,25.93%,2,Monitor
1886465295,Solo Fashion,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,Whatsapp Group,DHAKA,House 04 Lane 16 Block A Section 10 Beanrashi Palli Pallabi Mirpur Dhaka 1216,3/16/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,2,600,2,300,15,"13,790",10,919,9,"9,860",5,15,"16,510",14,7,"5,862",6,16,"19,890",14,Active,1243.125,239.30%,2,Monitor
1779077762,Ebony decor,Shahriar Shamim,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,Ekota Nibash 2 Sultan Market Baunia Turag Dhaka 1230,3/16/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,"9,182",4,"2,296",10,"27,380",9,7,"35,610",7,4,"23,260",4,5,"14,240",5,Active,2848,-38.78%,5,High Dormancy - Review
1958618239,Renessa Mart,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"Road 23 House 162, Level A7, Mohakhali Cantonment, Dhaka-1206",3/16/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,4,"2,400",4,600,3,"3,000",3,"1,000",4,"7,550",4,3,"3,381",3,3,"4,780",3,8,"9,020",8,Active,1127.5,88.70%,5,High Dormancy - Review
1847532971,MSS Plus Learning Hub,Md. Meraj Ali Akash,Education,ISD,M+,1.50%,Pitch/Own Source,NOAKHALI,H-453 Maijdi Master Para Maijdi Sadar Noakhali 3800,3/16/2026,Coaching Center,3,0,0,0,N/A,0,0,0,N/A,3,"1,400",3,467,0,0,0,N/A,0,0,0,0,0,0,3,"5,520",3,3,"7,001",3,Active,2333.666667,26.83%,6,High Dormancy - Review
1349985552,Sara Wear,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,GAIBANDHA,"Folgacha Bajar, Sundarganj, Gaibandha-5720",3/16/2026,Apparel Standalone,3,0,0,0,N/A,0,0,0,N/A,7,"7,671",7,"1,096",5,"10,200",3,"2,040",6,"11,410",6,6,"6,302",5,1,460,1,4,"5,770",3,Active,1442.5,1154.35%,3,Monitor
1635578882,IRES Academy,Md. Meraj Ali Akash,Education,ISD,M+,1.50%,Pitch/Own Source,DHAKA,17/1 Boro Dewra Poran Mandoler Tek Tongi Gazipur Turag Dhaka 1230,3/16/2026,Coaching Center,3,0,0,0,N/A,0,0,0,N/A,3,"1,200",3,400,4,"2,001",4,500,3,"3,002",3,3,"1,900",3,4,"1,215",4,4,"1,811",4,Active,452.75,49.05%,2,Monitor
1720393107,ISDF Institute of Technology,Md. Meraj Ali Akash,Education,ISD,M+,1.30%,Pitch/Own Source,BARISAL,Jannat Villa Bm College Mosjid Gate Barishal Sadar Barishal 8205,3/16/2026,Training Institute,3,0,0,0,N/A,0,0,0,N/A,4,"1,350",3,338,4,85,2,21,4,"2,810",3,5,"1,026",5,2,20,2,3,"1,101",3,Active,367,5405.00%,2,Monitor
1710776253,The Asian Bites,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,GAZIPUR,"Rajendrapur Rajendrapur, Sreepur Gazipur 1740",3/16/2026,Restaurant & Cafe,3,0,0,0,N/A,0,0,0,N/A,15,"12,660",14,844,6,"6,020",5,"1,003",8,"4,551",8,3,"1,998",3,8,"1,020",3,2,790,2,Amber,395,-22.55%,3,Monitor
1332545171,Cloud 7 Limited,Md. Meraj Ali Akash,Online Payments,ISD,M+,10%,Merchant Referral,DHAKA,"Union Heights, Level-5, 55-2, Bir Uttam Qazi Nuruzzaman Sarak, West Panthapath, Kalabagan, Dhaka-1205",3/16/2026,Content,3,0,0,0,N/A,0,0,0,N/A,3,"1,340",3,447,1,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,2,Monitor
1719113305,Nobel Hope Secndory School,Shahriar Shamim,Education,ISD,M+,1.30%,Pitch/Own Source,KUSHTIA,"Refayetpur, Daulatpur, Kushtia-7030",3/16/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,4,"1,501",3,375,3,"1,021",2,340,0,0,0,0,0,0,1,"2,250",1,0,0,0,Zero Transacting,N/A,-100.00%,2,Monitor
1819073369,Oshkhain Shah Ali Raza (R:) Dakhil Madrasha,Shahriar Shamim,Education,OSD,M+,1.30%,CIMT,CHITTAGONG,"Post-Oskhain, Thana-Anowara, Zela-Chattogram-4377",3/16/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,3,"1,100",3,367,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,5,High Dormancy - Review
1608521014,Sawda Mart,Md. Ashraful Islam,Online Payments,OSD,Lite A,1.29%,Whatsapp Group,RAJSHAHI,"617/1, Monafer, Raninagar, Post- Ghoramara, Boalia, Rajshahi 6100",3/16/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,2,502,1,251,3,"1,200",3,400,9,"3,850",9,6,"2,600",6,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1901410555,Petco Enterprise,Md. Ashraful Islam,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,House 02 Road 07 2Nd Floor Dhanmondi Newmarket Dhaka 1205,3/18/2026,Department Store,3,0,0,0,N/A,0,0,0,N/A,3,"1,000",3,333,21,"354,510",20,"16,881",26,"363,650",17,52,"601,840",25,64,"658,700",24,38,"365,955",17,Active,9630.394737,-44.44%,3,Monitor
1766596842,terraprime hotels & resorts ltd.,Shahriar Shamim,Travel & Tourism,ISD,Lite A,1.29%,CIMT,DHAKA,"11/A, Main Road-3, Plot-10, Pallabi, Mirpur, Dhaka-1216",3/18/2026,Offline,3,0,0,0,N/A,0,0,0,N/A,2,"30,000",2,"15,000",5,"33,100",5,"6,620",11,"97,900",11,15,"128,016",14,31,"248,483",24,20,"190,183",20,Active,9509.15,-23.46%,2,Monitor
1970256102,Revolve Academy,Md. Meraj Ali Akash,Education,ISD,M+,1.30%,Pitch/Own Source,DHAKA,"House 3G Road 104, Flat C1 Gulshan 2, Gulshan, Dhaka 1212",3/18/2026,Coaching Center,3,0,0,0,N/A,0,0,0,N/A,3,"1,500",3,500,3,"3,002",3,"1,001",3,"39,397",3,0,0,0,0,0,0,5,"131,068",3,Active,26213.6,New,2,Sudden Reactivation - Review
1805484377,Denimisia,Shahriar Shamim,Online Payments,ISD,Lite A,1.29%,Merchant Referral,DHAKA,Plot 175 Rana Bhola Avenue Road Turag Dhaka 1230,3/18/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,6,"9,274",6,"1,546",42,"53,506",39,"1,274",25,"28,980",25,74,"93,113",70,54,"91,902",54,32,"36,104",31,Active,1128.25,-60.71%,5,High Dormancy - Review
1329682925,DX Distribution Ltd,Shahriar Shamim,Online Payments,ISD,Lite A,1.29%,CIMT,DHAKA,"20-21 Garden Road, Pc Garden 6Th Floor Flat-5/A, Karwan Bazar Lane Tejgaon, Dhaka-1215",3/18/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,3,"1,200",3,400,1,333,1,333,8,"10,466",8,4,"4,921",4,14,"49,746",10,8,"16,819",7,Active,2102.375,-66.19%,5,High Dormancy - Review
1719113305,Dhaka Flower Tub,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,KUSHTIA,"Refayetpur, Daulatpur, Kushtia-7030",3/18/2026,National Curriculum-Private,3,0,0,0,N/A,0,0,0,N/A,4,"1,501",3,375,3,"1,021",2,340,0,0,0,0,0,0,1,"2,250",1,0,0,0,Zero Transacting,N/A,-100.00%,5,High Dormancy - Review
1921303085,Fleet buy,Shahriar Shamim,Online Payments,OSD,M+,1.50%,Merchant Referral,RAJSHAHI,"Moholla Alupotti Mor, Holding No, Post Ghoramara, Thana Boalia, Zila Rajshahi-6100",3/18/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5,"4,646",4,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,3,Monitor
1937701223,Karunik,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,LAKSHMIPUR,H-438 Charpara Raipur Laxmipur Chittagong Bangladesh 3713,3/18/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,3,"3,010",3,"1,003",3,"3,020",3,"1,007",4,"21,302",4,3,"2,502",3,3,"9,161",3,0,0,0,Zero Transacting,N/A,-100.00%,3,Monitor
1711609408,Nobokothon,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Merchant Referral,DHAKA,"38 Banglabazar, N Ali Tower, Kotwali, Dhaka 1100",3/27/2026,Books & Sports,3,0,0,0,N/A,0,0,0,N/A,3,"1,215",3,405,4,"9,550",4,"2,388",14,"34,828",10,16,"37,778",12,25,"65,635",15,11,"57,160",7,Active,5196.363636,-12.91%,3,Monitor
1897628802,RealTrac Technology,Md. Ashraful Islam,Travel & Tourism,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"S Tower 28/1 Paschim Tejtury Bazar, Tejgaon, Dhaka 1215",3/27/2026,Online,3,0,0,0,N/A,0,0,0,N/A,4,"1,050",3,263,3,"2,602",3,867,5,"9,801",3,5,"9,300",5,15,"27,651",11,16,"18,250",13,Active,1140.625,-34.00%,3,Monitor
1356981423,Baluchar,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,HABIGANJ,"Commercial Area, Habiganj Sadar, Habiganj-3300",3/27/2026,Apparel Chain,3,0,0,0,N/A,0,0,0,N/A,3,"1,202",3,401,1,"1,000",1,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,3,Monitor
1409962212,zardozi aura,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Flat A8, House 82, Road 10/1, Block D, Niketan, Gulshan, Dhaka 1212",3/30/2026,Apparel Standalone,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5,"4,202",4,840,1,"11,000",1,0,0,0,3,"28,831",3,0,0,0,Zero Transacting,N/A,-100.00%,3,Monitor
1777712391,Grameen Healthtech Limited,Md. Meraj Ali Akash,Online Payments,ISD,M+,1.15%,Merchant Referral,DHAKA,"Telecom Bhabon Level 12, Box Nagar, Zoo Road, Mirpur-1, Dhaka-1216",3/31/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,210",3,0,0,0,7,"121,382",5,4,"48,772",3,Active,12193,-59.82%,4,Monitor
1345698915,Shaniajan Trade Link,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"77/5, Bir Uttam C R Datta Sarak Hatirpul, New Market, Dhaka-1205",3/31/2026,Diagnostics,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,10,"29,516",8,"2,952",6,"21,890",5,15,"56,150",11,7,"32,501",6,4,"11,136",4,Active,2784,-65.74%,3,Monitor
1806141447,Exor Mart,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,CIMT,DHAKA,"Rahmotpur Ward No-09, Keraniganj-1310, Dhaka",3/31/2026,E-Commerce,3,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,8,"8,379",6,"1,047",3,701,3,3,"3,660",3,11,"1,415",3,1,500,1,Amber,500,-64.66%,3,Monitor
